"","appeal","issue","neg","par","opp","id_extr","new","medium","from","as_is","comp_is","date","poll","jor_int","as_is_perc"
"644","Als partijen als CDA en D66 zeggen: we willen perfect dealsn  we willen schone handen  we willen alleen op de tribune commentaar leveren op wat er gebeurt  dan kun je een land niet besturen","gov",1,"vvd",0,2.64,0,"ts","pauwjinek",5,9,2017-03-06,-38.03,1,"33.33"
"645","Wij hebben toen het met NL slecht ging de uitkering gekoppeld aan de loonontwikkeling","econ",0,"vvd",0,2.64,0,"ts","pauwjinek",23,-47,2017-03-06,-38.03,1,"46"
"646","De beste manier om iemand te verbeteren is om er voor te zorgen dat iemand ee nbaan krijgt en daar nemen we in het programma van de VVD ook allemaal maatregelen voor","social",0,"vvd",0,2.64,0,"ts","pauwjinek",0,-1,2017-03-06,-38.03,1,"0"
"647","Wij steken fors veel in de bijzondere bijstand","social",0,"vvd",0,2.64,0,"ts","pauwjinek",0,-1,2017-03-06,-38.03,1,"0"
"648","We hebben als kabinet maatregelen genomen  de gaswinning is gehalveerd","environ",0,"vvd",0,2.64,0,"ts","pauwjinek",0,0,2017-03-06,-38.03,1,"0"
"649","We hebben (aan de hand van de aarbevening) alle onderzoeken gedaan die nodig waren","environ",0,"vvd",0,2.64,0,"ts","pauwjinek",0,0,2017-03-06,-38.03,1,"0"
"650","De komende jaren investeren we in het zo goed mogelijk opknappen van de huizen","environ",0,"vvd",0,2.64,0,"ts","pauwjinek",0,0,2017-03-06,-38.03,1,"0"
"651","Om de crisis uit te komen hebben we hele moeiljke maatregelen genoemen","econ",0,"vvd",0,2.64,0,"ts","pauwjinek",23,-47,2017-03-06,-38.03,1,"46"
"652","Ik ben naar verpleeghuizen toegegaan om te kijken: waarom gaat het in sommige zo goed?","health",0,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-06,-38.03,1,"1.47"
"653","Rutte had het over het grote plannen  maar als ik nu de uitwerking zie dan zie ik de huurtoeslag omlaag gaan  de zorgtoeslag omlaag gaan  dat er beznuigt wordt op uitkeringen,  dat de gepensioneerden op de 0-lijn blijven staan","social",1,"gl",1,2.63,0,"ts","pauwjinek",10,10,2017-03-03,317.6,1,"11.9"
"654","Rutte had het over het grote plannen  maar als ik nu de uitwerking zie dan zie ik de huurtoeslag omlaag gaan  de zorgtoeslag omlaag gaan  dat er beznuigt wordt op uitkeringen,  dat de gepensioneerden op de 0-lijn blijven staan","social",1,"gl",1,2.63,0,"ts","pauwjinek",10,10,2017-03-03,317.6,1,"11.9"
"655","Rutte had het over het grote plannen  maar als ik nu de uitwerking zie dan zie ik de huurtoeslag omlaag gaan  de zorgtoeslag omlaag gaan  dat er beznuigt wordt op uitkeringen,  dat de gepensioneerden op de 0-lijn blijven staan","social",1,"gl",1,2.63,0,"ts","pauwjinek",10,10,2017-03-03,317.6,1,"11.9"
"656","Rutte had het over het grote plannen  maar als ik nu de uitwerking zie dan zie ik de huurtoeslag omlaag gaan  de zorgtoeslag omlaag gaan  dat er beznuigt wordt op uitkeringen,  dat de gepensioneerden op de 0-lijn blijven staan","social",1,"gl",1,2.63,0,"ts","pauwjinek",10,10,2017-03-03,317.6,1,"11.9"
"657","Ik vind dat iedereen moet profiteren van de exonomische vooruitgang","econ",0,"gl",1,2.63,0,"ts","pauwjinek",2,-3,2017-03-03,317.6,1,"4"
"658","Wat de VVD heeft gedaan is als je niets doet dan ziej e de ouderen achteruitgaan","health",0,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-03,-38.03,1,"1.47"
"659","En het manifest van Hugo Borst getekend en boter bij de vis gedaan  want dat kost 2 miljard","health",0,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-03,-38.03,1,"1.47"
"660","En vervolgens ervoor gezorgd dat mensen met langdurige zorg niet meer een vermogingsbijtelling hebben","social",0,"vvd",0,2.64,0,"ts","pauwjinek",0,-1,2017-03-03,-38.03,1,"0"
"661","Andere partijen zoals groenlinks kiezen ervor dat mensen er wel op vooruitgaan","econ",0,"gl",1,2.63,0,"ts","pauwjinek",2,-3,2017-03-03,317.6,1,"4"
"662","de Vvd maakt een hele bewuste keuze om dat niet te doen","econ",1,"gl",1,2.63,0,"ts","pauwjinek",2,-3,2017-03-03,317.6,1,"4"
"663","U laat mensen die naar de langdurige zorg gaan veel meer betalen","health",1,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-03,-38.03,1,"1.47"
"664","U zegt we moeten een arm om deze mensen heen slaan  maar zijn staan naast mensen","health",1,"gl",1,2.63,0,"ts","pauwjinek",5,13,2017-03-03,317.6,1,"7.35"
"665","Ik vind dat mensen zelfbeschikkingsrecht moeten hebben","health",0,"gl",1,2.63,0,"ts","pauwjinek",5,13,2017-03-03,317.6,1,"7.35"
"666","Ik heb me er echt heel erg intensief in verdiept (levensbeeindiging)","health",0,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-03,-38.03,1,"1.47"
"667","Ik zeg: dat kunnen we als fatsoenlijke samenleving beter","health",0,"vvd",0,2.64,0,"ts","pauwjinek",1,-1,2017-03-03,-38.03,1,"1.47"
"668","Door ons kunnen mensen wel doorrijden omdat de file sworden opgelost","mobility",0,"gl",1,2.63,0,"ts","pauwjinek",2,1,2017-03-03,317.6,1,"13.33"
"669","Wat u niet noemt is dat mensen door ons minder belasting gaan betalen  dat de zorgpremies omlaag gaan","econ",0,"gl",1,2.63,0,"ts","pauwjinek",2,-3,2017-03-03,317.6,1,"4"
"670","Wat u niet noemt is dat mensen door ons minder belasting gaan betalen  dat de zorgpremies omlaag gaan","health",0,"gl",1,2.63,0,"ts","pauwjinek",5,13,2017-03-03,317.6,1,"7.35"
"671","En wij willen klimaatverandering stopzetten","environ",0,"gl",1,2.63,0,"ts","pauwjinek",43,131,2017-03-03,317.6,1,"44.79"
"672","Wij verlagen de lasten op arbeid","social",0,"gl",1,2.63,0,"ts","pauwjinek",10,10,2017-03-03,317.6,1,"11.9"
"673","Wij vergroene de belasting","environ",0,"gl",1,2.63,0,"ts","pauwjinek",43,131,2017-03-03,317.6,1,"44.79"
"674","Wij kunnen nog 15 andere manieren vinden om milieu te belasten","environ",0,"gl",1,2.63,0,"ts","pauwjinek",43,131,2017-03-03,317.6,1,"44.79"
"675","Dat we enerzijds groen belasten en dat anderzijds mensen ervoor terugkrijgen dat is voor ons het principe","environ",0,"gl",1,2.63,0,"ts","pauwjinek",43,131,2017-03-03,317.6,1,"44.79"
"676","Wat ik heel slecht aan dit (Klaver's) idee vindt is dat je stellen hebt die allebij een baan hebben","environ",1,"vvd",0,2.64,0,"ts","pauwjinek",0,0,2017-03-03,-38.03,1,"0"
"677","De combinatie van groene en linkse politiek dat is waar we voor staan","environ",0,"gl",1,2.63,0,"ts","pauwjinek",43,131,2017-03-03,317.6,1,"44.79"
"678","Wij leggen de nadruk op biologische boeren","agrar",0,"gl",1,2.63,0,"ts","pauwjinek",4,3,2017-03-03,317.6,1,"8.51"
"679","Ik vind dat wij de positie van die boeren moeten versterken","agrar",0,"gl",1,2.63,0,"ts","pauwjinek",4,3,2017-03-03,317.6,1,"8.51"
"680","In het versterken van uw positie tegenover hele grote multinationals staan we naast u","econ",0,"gl",1,2.63,0,"ts","pauwjinek",2,-3,2017-03-03,317.6,1,"4"
"681","Ik vind het ook belangrijk dat we het linkse blok als geheel groter maken","norm",0,"gl",1,2.63,0,"ts","pauwjinek",2,10,2017-03-03,317.6,1,"1.5"
"682","De staatsschuld schoot omhoog onder cda","econ",1,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"683","De werkloosheid schoot omhoog onder cda","jobs",1,"pvda",0,1.36,0,"ts","pauwjinek",16,36,2017-03-02,-70.48,1,"40"
"684","Het land was een chaos onder cda","norm",1,"pvda",0,1.36,0,"ts","pauwjinek",1,4,2017-03-02,-70.48,1,"0.75"
"685","We staan er aanzienlijk voor dan twee jaar geleden","econ",0,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"686","Banen erbij minder werkloosheid","jobs",0,"pvda",0,1.36,0,"ts","pauwjinek",16,36,2017-03-02,-70.48,1,"40"
"687","Banen erbij  minder werkloosheid","jobs",0,"pvda",0,1.36,0,"ts","pauwjinek",16,36,2017-03-02,-70.48,1,"40"
"688","Het CDA zegt: we gaan het ontslagrecht versoepelen","social",1,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"689","Wij hebben voorstellen voor oneerlijke arbeidsimmigratie in Europa","imm",0,"pvda",0,1.36,0,"ts","pauwjinek",20,-56,2017-03-02,-70.48,1,"18.52"
"690","Iets doen tegen goedkope flexconstructies: hebben wij voorstellen voor","social",0,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"691","Zorgen dat mensen weer zekerheid hebben in hun werk","social",0,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"692","Zorgen dat mensen gelukkiger zijn op hun werk  dat is wat PVDA wil doen","social",0,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"693","U doet nu net alsof flexibiliteit op de arbeidsmarkt deze regeringsperiode is ontstaan","social",1,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"694","Wij investeren heel veel in onderwijs in onze voorstellen  cda doet dat niet","edu",0,"pvda",0,1.36,0,"ts","pauwjinek",2,0,2017-03-02,-70.48,1,"2.6"
"695","Wij investeren heel veel in onderwijs in onze voorstellen  cda doet dat niet","edu",1,"pvda",0,1.36,0,"ts","pauwjinek",2,0,2017-03-02,-70.48,1,"2.6"
"696","Wij willen het eigen risico afschaffen","health",0,"pvda",0,1.36,0,"ts","pauwjinek",6,6,2017-03-02,-70.48,1,"8.83"
"697","Juist omdat het beter gaat dan een paar jaar geleden  kunnen we weer investeren","econ",0,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"698","Wij kiezen ervoor om inkomenverschillen kleiner te maken  bij het cda worden ze groter","econ",1,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"699","Wij kiezen ervoor om inkomenverschillen kleiner te maken  bij het cda worden ze groter","econ",0,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"700","Wie kiezen voor betere arbeidsvoorwaarden voor mensen in de zorg","social",0,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"701","Het CDA koos ervoor om de mensen in de zorg op de 0-lijn te zetten","social",1,"pvda",0,1.36,0,"ts","pauwjinek",29,10,2017-03-02,-70.48,1,"34.53"
"702","Financiaal moet je soms moeilijke keuzes maken en dat hebben wij gedaan","econ",0,"pvda",0,1.36,0,"ts","pauwjinek",8,-30,2017-03-02,-70.48,1,"16"
"703","In de zorg zijn we een goede richting ingeslagen","health",0,"pvda",0,1.36,0,"ts","pauwjinek",6,6,2017-03-02,-70.48,1,"8.83"
"704","Wij vinden dat we gemeente in staat moeten stellen om de mensen een fatsoenlijk contract te geven (zorg)","health",0,"pvda",0,1.36,0,"ts","pauwjinek",6,6,2017-03-02,-70.48,1,"8.83"
"705","Wij hebben in ons programma opgenomen dat we 300 miljoen extra voor wijkverpleegkundigen uit willen trekken","health",0,"pvda",0,1.36,0,"ts","pauwjinek",6,6,2017-03-02,-70.48,1,"8.83"
"706","Niet alleen besloot het CDA om die verzorgingshuizen te sluiten","health",1,"pvv",1,4.04,0,"ts","pauwjinek",3,8,2017-03-01,58.52,1,"4.42"
"707","Maar ze gingen ook de huishoudelijke hulp halveren","health",1,"pvv",1,4.04,0,"ts","pauwjinek",3,8,2017-03-01,58.52,1,"4.42"
"708","Wij hebben heel veel moties ingediend altijd","health",0,"pvv",1,4.04,0,"ts","pauwjinek",3,8,2017-03-01,58.52,1,"4.42"
"709","Ik ben er gewoon heel duidelijk in: Onze ideologische verschillen met de vvd zijn zo groot dat wij niet met ze in een kabinet gaan zitten","norm",0,"sp",1,3.96,0,"ts","pauwjinek",2,5,2017-02-27,-11.85,1,"1.5"
"710","Wij zeggen heel duidelijkL na de kaalslag moet er nu een inhaalslag komen","econ",0,"sp",1,3.96,0,"ts","pauwjinek",5,-14,2017-02-27,-11.85,1,"10"
"711","SP is nu van ""doe de grenzen maar open en laat iedereen maar binnenkomen""","imm",1,"vvd",0,2.64,0,"ts","pauwjinek",6,-9,2017-02-27,-38.03,1,"2.46"
"712","Wat wilders in zijn programma schreef toen hij er nog wel een had: driekwart van de huurwoningen verkopen!","housing",1,"sp",1,3.96,0,"ts","pauwjinek",8,7,2017-02-27,-11.85,1,"30.77"
"713","Als je PVV stemt wordt het huizenprobleem nog groter","housing",1,"sp",1,3.96,0,"ts","pauwjinek",8,7,2017-02-27,-11.85,1,"30.77"
"714","Mensen die om economische redenen op de PVV willen stemmen komen van de regen in de drup","econ",1,"sp",1,3.96,0,"ts","pauwjinek",5,-14,2017-02-27,-11.85,1,"10"
"715","Wie heeft (financiele) zekerheid bij mensen weggeslagen? Dat was uw beleid (vvd)","social",1,"sp",1,3.96,0,"ts","pauwjinek",33,-4,2017-02-27,-11.85,1,"39.29"
"716","Dit (fnianciele onzekerheid) gaan wij de komende jaren oplossen  maar dan zonder de VVD","social",1,"sp",1,3.96,0,"ts","pauwjinek",33,-4,2017-02-27,-11.85,1,"39.29"
"717","Dit (fnianciele onzekerheid) gaan wij de komende jaren oplossen  maar dan zonder de VVD","social",0,"sp",1,3.96,0,"ts","pauwjinek",33,-4,2017-02-27,-11.85,1,"39.29"
"718","Ik zie niet waarom iemand van 70 nog achter de betonmolen staat","social",0,"sp",1,3.96,0,"ts","pauwjinek",33,-4,2017-02-27,-11.85,1,"39.29"
"719","Wij zeggen: je moet met 65 met pensioen kunnen: om jongeren aan het werk te krijgen en ouderen te respecteren","social",0,"sp",1,3.96,0,"ts","pauwjinek",33,-4,2017-02-27,-11.85,1,"39.29"
"720","Roemer  je moet dan ook vertellen wie de klos zijn met de AOW regeleing en dat zijn de jongenre","social",1,"vvd",0,2.64,0,"ts","pauwjinek",0,-1,2017-02-27,-38.03,1,"0"
"721","Wij vertegenwoordingen de mensen die de afgelopen jaren hebben moeten knokken","econ",0,"sp",1,3.96,0,"ts","pauwjinek",5,-14,2017-02-27,-11.85,1,"10"
"722","Als er belastingen van boven de 800 euro verstopt worden in je programma dan mag dat ook gezegd worden","econ",1,"pvda",0,1.36,0,"ts","wnl",8,-30,2017-02-19,-70.48,1,"16"
"723","Dit is wel heel erg groen  maar niet echt sociaal","environ",1,"pvda",0,1.36,0,"ts","wnl",1,0,2017-02-19,-70.48,1,"1.04"
"724","Als je de aarde wil redden prima  daar ben ik voor","environ",0,"pvda",0,1.36,0,"ts","wnl",1,0,2017-02-19,-70.48,1,"1.04"
"725","Als je een prestigeproject maakt waar heel veel mensen de rekening voor betalen  dan mag dat gezegd worden","econ",1,"pvda",0,1.36,0,"ts","wnl",8,-30,2017-02-19,-70.48,1,"16"
"726","De VVD zegt in de goede tijd: laten we de uitkering verlagen  laten we de ouderen op 0 zetten laten we korten op de huurtoeslag","social",1,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"727","De VVD zegt in de goede tijd: laten we de uitkering verlagen  laten we de ouderen op 0 zetten laten we korten op de huurtoeslag","social",1,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"728","De VVD zegt in de goede tijd: laten we de uitkering verlagen  laten we de ouderen op 0 zetten laten we korten op de huurtoeslag","social",1,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"729","Als je na 4 jaar mensen met de uitkeringen gaat pakken dan is dat toch een asociale keuze","social",1,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"730","De VVD zegt nu het beter gaat willen we het geld weghalen bij de mensen die het moeilijk hebben en geven aan de mensen die het goed hebben","econ",1,"pvda",0,1.36,0,"ts","wnl",8,-30,2017-02-19,-70.48,1,"16"
"731","Wat ik wil voor de komende jaren is een linkser beleid","norm",0,"pvda",0,1.36,0,"ts","wnl",1,4,2017-02-19,-70.48,1,"0.75"
"732","Wij willen meer vaste contracten","social",0,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"733","Wij hebben een begin gemaakt aan meer vaste contracten in NL","social",0,"pvda",0,1.36,0,"ts","wnl",29,10,2017-02-19,-70.48,1,"34.53"
"734","Wat ik nou belangrijk vind is dat we de ruimte hebben om de middenklasse te verlichten","econ",0,"vvd",0,2.64,0,"ts","wnl",23,-47,2017-03-12,-38.03,1,"46"
"735","Juist voor de mensen die een heel normaal inkomen hebben in het land","econ",0,"vvd",0,2.64,0,"ts","wnl",23,-47,2017-03-12,-38.03,1,"46"
"736","We gaan naar ee kwart miljoen banen terwijl de sp er 10.000 vernietigt","jobs",1,"vvd",0,2.64,0,"ts","wnl",5,22,2017-03-12,-38.03,1,"12.5"
"737","We gaan naar ee kwart miljoen banen terwijl de sp er 10.000 vernietigt","jobs",0,"vvd",0,2.64,0,"ts","wnl",5,22,2017-03-12,-38.03,1,"12.5"
"738","Je hebt leiderschap nodig dat verdeeelde partijen bijelkaar kan brengen:  en kijk nou eens op de bank wie dat gedaan heeft","gov",0,"vvd",0,2.64,0,"ts","wnl",5,9,2017-03-12,-38.03,1,"33.33"
"739","Wij hebben in ons verkiezingsprogramma veel geld uitgetrokken voor de ouderenzorg","health",0,"pvda",0,1.36,0,"ts","max",6,6,2017-03-09,-70.48,1,"8.83"
"740","Wij willen al heel lang dat die ouderenzorg beter wordt","health",0,"pvda",0,1.36,0,"ts","max",6,6,2017-03-09,-70.48,1,"8.83"
"741","Wij investeren 17 miljard in de ouderenzorg","health",0,"gl",1,2.63,0,"ts","max",5,13,2017-02-22,317.6,1,"7.35"
"742","Ik wil een fatsoenlijke oudereenzorg","health",0,"pvv",1,4.04,0,"ts","max",3,8,2017-03-06,58.52,1,"4.42"
"743","Ik vind dat als het moet dat je de verzorgingshuizen in moet kunnen","health",0,"pvv",1,4.04,0,"ts","max",3,8,2017-03-06,58.52,1,"4.42"
"744","De huishoudelijke hulp wordt voor veel mensen door het kabinet afgepakt","health",1,"pvv",1,4.04,0,"ts","max",3,8,2017-03-06,58.52,1,"4.42"
"745","Als het aan ons ligt  dan wij willen die paar miljard vrijmaken voor de zorg","health",0,"vvd",0,2.64,0,"ts","max",1,-1,2017-02-20,-38.03,1,"1.47"
"746","Wij zijn voor een welvaartsvast pensioen","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"747","Wij zijn voor een welvaartsvaste AOW-uitkering","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"748","Als het aan 50 plus ligt is de wao uitkering in de toekomst waardevast","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"749","En daar houden we ons ook 100% aan (wao)","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"750","Wat ons betreft gaan mensen die gepensioneerd zijn er dik op vooruit","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"751","Ik ben zo overtuigd dat ik moet knokken voor ouderen","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"752","Ouderen zijn door andere partijen het moeras in gedrukt","social",1,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"753","Wij blijven vasthouden aan 65 moet weer 65 worden","social",0,"50plus",1,0,0,"ts","pauwjinek",NA,NA,2017-02-27,188.89,1,NA
"754","Op economisch terrein heb ik Rutte de afgelopen jaren gesteudn","econ",0,"d66",1,0.24,0,"ts","pauwjinek",4,-8,2017-02-28,43.52,1,"8"
"755","Als het gaat om er zijn voor iedereen, dan zet je mensen weg","norm",1,"d66",1,0.24,0,"ts","pauwjinek",1,4,2017-02-28,43.52,1,"0.75"
"756","Hij is er te weinig voor mensen met een migrantenachtergrond","imm",1,"d66",1,0.24,0,"ts","pauwjinek",2,-9,2017-02-28,43.52,1,"1.85"
"757","Ik zeg al sinds dag 1: geef syriers taalles!","imm",0,"d66",1,0.24,0,"ts","pauwjinek",2,-9,2017-02-28,43.52,1,"1.85"
"758","Ik zou willen dat jongeren wel hun opleiding af maken","edu",0,"d66",1,0.24,0,"ts","pauwjinek",23,61,2017-02-28,43.52,1,"29.87"
"759","Je kunt prima kilometers hek om nederland heenzetten, maar het is 2017","imm",1,"cda",1,1.77,0,"ts","pauwjinek",4,1,2017-03-01,47,1,"3.7"
"760","Groenlinks en Christen unie zeggen zet de grenze maar open","imm",1,"cda",1,1.77,0,"ts","pauwjinek",4,1,2017-03-01,47,1,"3.7"
"761","Wat doet CDA? Wij werken samen in Europees verband in de EVP fractie en spreken uit dat we iets moeten doen aan het vluchtelingenverdrag","imm",0,"cda",1,1.77,0,"ts","pauwjinek",4,1,2017-03-01,47,1,"3.7"
"762","Wat doet CDA? Wij werken samen in Europees verband in de EVP fractie en spreken uit dat we iets moeten doen aan het vluchtelingenverdrag","imm",0,"cda",1,1.77,0,"ts","pauwjinek",4,1,2017-03-01,47,1,"3.7"
"763","Het CDA zegt: we moeten het klimaatakkoord uitvoeren","environ",0,"cda",1,1.77,0,"ts","pauwjinek",0,0,2017-03-01,47,1,"0"
"764","PVV zegt 0 euro naar ontwikkelingshulp wij zeggen DAT KAN NIET","foreignaid",1,"cda",1,1.77,0,"ts","pauwjinek",1,-2,2017-03-01,47,1,"3.13"
"765","Mijn wetsvoorstel maakt de verheerlijking van terrorisme strafbaar","terror",0,"cda",1,1.77,0,"ts","pauwjinek",1,1,2017-03-01,47,1,"7.14"
"766","Wat er moet gebeuren - en cda heeft daar een rol in gespeeld - is dat er meer thuiszorg moet komen","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"767","Ik heb daar zelf ook veel wethouders op aangesproken (thuiszorg)","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"768","Ik heb dat sinds ik in 2012 in de kamer zit al gezegd (thuiszorg)","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"769","Ik heb daar op begrotingen ook geld voor vrijgemaakt (thuiszorg)","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"770","Er moet meer geld naar de ouderenzorg en de CDA is een van de weinige partijen die dat doet","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"771","Zelfs fleur agema laat dat na op haar a4 (thuiszorg)","health",1,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"772","Je beschuldigt me nogal ergens van dan moet je wel zorgen dat je de feiten juist hebt over zorg","health",1,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"773","Wij hebben in onze begroting elke keer geld ter beschikking gesteld voor de zorg","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"774","Ook in tijden dat het niet goed ging staken we geld in de zorg","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-01,47,1,"7.35"
"775","Mijn CDA-college heeft ervoor gezorgd dat als er geld geind wordt dat er wel rekening wordt gehouden met een bestaansniveau","social",0,"cda",1,1.77,0,"ts","pauwjinek",2,5,2017-03-01,47,1,"2.38"
"776","Vaak worden mensen in de problemen ook snel gezien als fraude, wij hebben daar heel veel gesprekken over gehad met Asscher. Die daar niet meteen naar wou","social",0,"cda",1,1.77,0,"ts","pauwjinek",2,5,2017-03-01,47,1,"2.38"
"777","Ik vind het een groot probeelm dat het MBK bijna geen personeel meer durft aan te nemene","entrep",0,"cda",1,1.77,0,"ts","pauwjinek",1,1,2017-03-02,47,1,"3.03"
"778","Asscher is zelf vier jaar minister van de banen geweest en sinds die tijd zijn vaste banen nauwelijks gestegen","jobs",1,"cda",1,1.77,0,"ts","pauwjinek",2,5,2017-03-02,47,1,"5"
"779","Ik vind het een van de grootste zorgen van de toekomst dat mensen de zekerheid van een vaste baan missen","social",0,"cda",1,1.77,0,"ts","pauwjinek",2,5,2017-03-02,47,1,"2.38"
"780","U was zelf vier jaar aan het roer, al die veranderingen in de zorg die kwamen van u","health",1,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"781","Wij hebben gezegd het kan ook anders (in de zorg)","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"782","Het CDA gaat investeren in de thuiszorg","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"783","Maar ook zorgen dat het zo terechtkomt dat het handen aan het bed is","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"784","Ik kies voor de ondersteuning om iemands leven dragelijk te maken","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"785","Hoe diep het dal is, de taak is, zeg ik, om te laten zien dat er een toekomst is voor iedereen","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"786","Ik vind het te kwetsbaar om als overheid te zeggen: we kiezen voor levensbeeindiging","health",0,"cda",1,1.77,0,"ts","pauwjinek",5,13,2017-03-02,47,1,"7.35"
"787","Ik zou beginnen met te zeggen goh dat is wel heel erg ingrijpend wat u hier zo 123 zegt","health",0,"sgp",1,2.7,0,"ts","pauwjinek",3,5,2017-03-03,16.05,1,"4.41"
"788","Ik zou zeker tegen die meneer zeggen: ik wil uw zorg absoluut serious nemene","health",0,"sgp",1,2.7,0,"ts","pauwjinek",3,5,2017-03-03,16.05,1,"4.41"
"789","Ik vind dat we daarover (levensbeeindiging) het gesprek moeten aangaan","health",0,"sgp",1,2.7,0,"ts","pauwjinek",3,5,2017-03-03,16.05,1,"4.41"
"790","Voor mij is het belangrijk om te zeggen: ik geloof dat uw leven kostbaar en waardevol is","norm",0,"sgp",1,2.7,0,"ts","pauwjinek",41,-18,2017-03-03,16.05,1,"30.83"
"791","Ik vind dat de overheid altijd aan de kant van het leven van de burger moet staan","norm",0,"sgp",1,2.7,0,"ts","pauwjinek",41,-18,2017-03-03,16.05,1,"30.83"
"792","Als wij een sollicitatieprocedure uitzetten is 60/70 procent vrouw","norm",0,"pvdd",1,2.44,0,"ts","pauwjinek",3,11,2017-03-08,125.93,1,"2.26"
"793","Er is veel animo bij onze partij, wij hoeven helemaal geen beleid te voeren daarvoor","norm",0,"pvdd",1,2.44,0,"ts","pauwjinek",3,11,2017-03-08,125.93,1,"2.26"
"794","We gaan nog steeds achter de bio-industrie aan dat is het belangrijkste","agrar",0,"pvdd",1,2.44,0,"ts","pauwjinek",23,6,2017-03-08,125.93,1,"48.94"
"795","Wij willen als partij laten zien dat we opkomen voor kwetsbare groepen in de samenleving","norm",0,"pvdd",1,2.44,0,"ts","pauwjinek",3,11,2017-03-08,125.93,1,"2.26"
"796","We hebben het zo vaak over integratie","imm",0,"cu",1,0.23,0,"ts","pauwjinek",4,3,2017-03-10,17.04,1,"3.7"
"797","We hebben zo'n intensief maatschappelijk debat","norm",0,"cu",1,0.23,0,"ts","pauwjinek",40,67,2017-03-10,17.04,1,"30.08"
